------------------------------------------------------------
Client connecting to 10.6.5.2, TCP port 5001
TCP window size: 85.3 KByte (default)
------------------------------------------------------------
[189] local 10.2.4.2 port 54932 connected with 10.6.5.2 port 5001
[ ID] Interval       Transfer     Bandwidth
[189] 249.0-250.0 sec  4.12 MBytes  34.6 Mbits/sec
[189] 250.0-251.0 sec  3.38 MBytes  28.3 Mbits/sec
[189] 251.0-252.0 sec  3.25 MBytes  27.3 Mbits/sec
[189] 252.0-253.0 sec  3.62 MBytes  30.4 Mbits/sec
[189] 253.0-254.0 sec  3.50 MBytes  29.4 Mbits/sec
[189] 254.0-255.0 sec  3.75 MBytes  31.5 Mbits/sec
[189] 255.0-256.0 sec  3.25 MBytes  27.3 Mbits/sec
[189] 256.0-257.0 sec  2.25 MBytes  18.9 Mbits/sec
[189] 257.0-258.0 sec  2.12 MBytes  17.8 Mbits/sec
[189] 258.0-259.0 sec  2.25 MBytes  18.9 Mbits/sec
[189] 259.0-260.0 sec  2.25 MBytes  18.9 Mbits/sec
[189] 260.0-261.0 sec  2.00 MBytes  16.8 Mbits/sec
[189] 261.0-262.0 sec  2.75 MBytes  23.1 Mbits/sec
[189] 262.0-263.0 sec  1.75 MBytes  14.7 Mbits/sec
[189] 263.0-264.0 sec  1.25 MBytes  10.5 Mbits/sec
[189] 264.0-265.0 sec  1.25 MBytes  10.5 Mbits/sec
[189] 265.0-266.0 sec  1.00 MBytes  8.39 Mbits/sec
[189] 266.0-267.0 sec   256 KBytes  2.10 Mbits/sec
[189] 267.0-268.0 sec  3.00 MBytes  25.2 Mbits/sec
[189] 268.0-269.0 sec  3.00 MBytes  25.2 Mbits/sec
[189] 269.0-270.0 sec  2.62 MBytes  22.0 Mbits/sec
[189] 270.0-271.0 sec  3.25 MBytes  27.3 Mbits/sec
[189] 271.0-272.0 sec  3.25 MBytes  27.3 Mbits/sec
[189] 272.0-273.0 sec  3.50 MBytes  29.4 Mbits/sec
[189] 273.0-274.0 sec  3.00 MBytes  25.2 Mbits/sec
[189] 274.0-275.0 sec  3.00 MBytes  25.2 Mbits/sec
[189] 275.0-276.0 sec  3.00 MBytes  25.2 Mbits/sec
[189] 276.0-277.0 sec  2.38 MBytes  19.9 Mbits/sec
[189] 277.0-278.0 sec  2.25 MBytes  18.9 Mbits/sec
[189] 278.0-279.0 sec  2.25 MBytes  18.9 Mbits/sec
[189] 279.0-280.0 sec  3.50 MBytes  29.4 Mbits/sec
[189] 280.0-281.0 sec  3.50 MBytes  29.4 Mbits/sec
[189] 281.0-282.0 sec  4.75 MBytes  39.8 Mbits/sec
[189] 282.0-283.0 sec  5.00 MBytes  41.9 Mbits/sec
[189] 283.0-284.0 sec  4.12 MBytes  34.6 Mbits/sec
[189] 284.0-285.0 sec  4.00 MBytes  33.6 Mbits/sec
[189] 285.0-286.0 sec  3.88 MBytes  32.5 Mbits/sec
[189] 286.0-287.0 sec  3.88 MBytes  32.5 Mbits/sec
[189] 287.0-288.0 sec  4.25 MBytes  35.7 Mbits/sec
[189] 288.0-289.0 sec  3.62 MBytes  30.4 Mbits/sec
[189] 289.0-290.0 sec  4.00 MBytes  33.6 Mbits/sec
[189] 290.0-291.0 sec  4.25 MBytes  35.7 Mbits/sec
[189] 291.0-292.0 sec  4.75 MBytes  39.8 Mbits/sec
[189] 292.0-293.0 sec  5.50 MBytes  46.1 Mbits/sec
[189] 293.0-294.0 sec  5.88 MBytes  49.3 Mbits/sec
[189] 294.0-295.0 sec  4.25 MBytes  35.7 Mbits/sec
[189] 295.0-296.0 sec  2.25 MBytes  18.9 Mbits/sec
[189] 296.0-297.0 sec  3.12 MBytes  26.2 Mbits/sec
